Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile,approved
HadGEM3-GC31,sitemptop_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,sitemptop_tavg-u-hxy-si,mon,m01s03i535,3,535,DIAG,UP5,False
UKESM1,rsus_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,rsus_tavg-u-hxy-si,mon,m01s01i503,1,503,DIAG,UP5,False
HadGEM3-GC31,rsus_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,rsus_tavg-u-hxy-si,mon,m01s01i503,1,503,DIAG,UP5,False
UKESM1,rsds_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,rsds_tavg-u-hxy-si,mon,m01s01i501,1,501,DIAG,UP5,False
HadGEM3-GC31,rsds_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,rsds_tavg-u-hxy-si,mon,m01s01i501,1,501,DIAG,UP5,False
UKESM1,rlus_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,rlus_tavg-u-hxy-si,mon,m01s03i531,3,531,DIAG,UP5,False
HadGEM3-GC31,rlus_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,rlus_tavg-u-hxy-si,mon,m01s03i531,3,531,DIAG,UP5,False
UKESM1,rlds_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,rlds_tavg-u-hxy-si,mon,m01s02i501,2,501,DIAG,UP5,False
HadGEM3-GC31,rlds_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,rlds_tavg-u-hxy-si,mon,m01s02i501,2,501,DIAG,UP5,False
UKESM1,sidragtop_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,sidragtop_tavg-u-hxy-si,mon,m01s03i538,3,538,DIAG,UP5,False
HadGEM3-GC31,sidragtop_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
HadGEM3-GC31,sidragtop_tavg-u-hxy-si,mon,m01s03i538,3,538,DIAG,UP5,False
UKESM1,siconca_tavg-u-hxy-u,mon,m01s00i031,0,31,DIAG,UP5,True
UKESM1-3,siconca_tavg-u-hxy-u,mon,m01s00i031,0,31,DIAG,UP5,True
HadGEM3-GC31,siconca_tavg-u-hxy-u,mon,m01s00i031,0,31,DIAG,UP5,True
HadGEM3-GC5,siconca_tavg-u-hxy-u,mon,m01s00i031,0,31,DIAG,UP5,True
UKESM1,sitemptop_tavg-u-hxy-si,day,m01s00i031,0,31,DIAG,UP6,False
UKESM1,sitemptop_tavg-u-hxy-si,day,m01s03i535,3,535,DIAG,UP6,False
HadGEM3-GC31,sitemptop_tavg-u-hxy-si,day,m01s00i031,0,31,DIAG,UP6,False
HadGEM3-GC31,sitemptop_tavg-u-hxy-si,day,m01s03i535,3,535,DIAG,UP6,False
UKESM1,siconca_tavg-u-hxy-u,day,m01s00i031,0,31,DIAG,UP6,True
UKESM1-3,siconca_tavg-u-hxy-u,day,m01s00i031,0,31,DIAG,UP6,True
HadGEM3-GC31,siconca_tavg-u-hxy-u,day,m01s00i031,0,31,DIAG,UP6,True
HadGEM3-GC5,siconca_tavg-u-hxy-u,day,m01s00i031,0,31,DIAG,UP6,True
UKESM1,fgdms_tavg-u-hxy-sea,mon,m01s00i030,0,30,DIAG,UP5,False
UKESM1,fgdms_tavg-u-hxy-sea,mon,m01s50i214,50,214,DIAG,UP5,False
HadGEM3-GC31,fgdms_tavg-u-hxy-sea,mon,m01s00i030,0,30,DIAG,UP5,False
HadGEM3-GC31,fgdms_tavg-u-hxy-sea,mon,m01s50i214,50,214,DIAG,UP5,False
UKESM1,tsl_tavg-sl-hxy-lnd,mon,m01s08i225,8,225,DSOIL,UP5,True
UKESM1-3,tsl_tavg-sl-hxy-lnd,mon,m01s08i225,8,225,DSOIL,UP5,True
HadGEM3-GC31,tsl_tavg-sl-hxy-lnd,mon,m01s08i225,8,225,DSOIL,UP5,True
HadGEM3-GC5,tsl_tavg-sl-hxy-lnd,mon,m01s08i225,8,225,DSOIL,UP5,True
UKESM1,treeFrac_tavg-u-hxy-u,mon,m01s03i395,3,395,DIAG,UP5,False
UKESM1,treeFrac_tavg-u-hxy-u,mon,m01s19i013,19,013,DTILE,UP5,False
HadGEM3-GC31,treeFrac_tavg-u-hxy-u,mon,m01s03i395,3,395,DIAG,UP5,False
HadGEM3-GC31,treeFrac_tavg-u-hxy-u,mon,m01s19i013,19,013,DTILE,UP5,False
UKESM1,tran_tavg-u-hxy-lnd,mon,m01s03i539,3,539,DIAG,UP5,True
UKESM1-3,tran_tavg-u-hxy-lnd,mon,m01s03i539,3,539,DIAG,UP5,True
HadGEM3-GC31,tran_tavg-u-hxy-lnd,mon,m01s03i539,3,539,DIAG,UP5,True
HadGEM3-GC5,tran_tavg-u-hxy-lnd,mon,m01s03i539,3,539,DIAG,UP5,True
UKESM1,shrubFrac_tavg-u-hxy-u,mon,m01s03i395,3,395,DIAG,UP5,False
UKESM1,shrubFrac_tavg-u-hxy-u,mon,m01s19i013,19,013,DTILE,UP5,False
HadGEM3-GC31,shrubFrac_tavg-u-hxy-u,mon,m01s03i395,3,395,DIAG,UP5,False
HadGEM3-GC31,shrubFrac_tavg-u-hxy-u,mon,m01s19i013,19,013,DTILE,UP5,False
UKESM1,rh_tavg-u-hxy-lnd,mon,m01s19i053,19,053,DIAG,UP5,True
